原始ID,名称,模块,实现状态,本地运行状态,绿色,本地验证范围,原版成对验证,剩余问题,后续验证要求
registration:api:mod_video_filter:chromakey:1190,chromakey,mod_video_filter,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_video_filter:uuid_video_replace:1195,uuid_video_replace,mod_video_filter,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_vmd:vmd:525,vmd,mod_vmd,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_boxcount:6232,vm_boxcount,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_delete:6234,vm_delete,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_auth_login:6239,vm_fsdb_auth_login,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_msg_count:6242,vm_fsdb_msg_count,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_msg_delete:6245,vm_fsdb_msg_delete,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_msg_email:6247,vm_fsdb_msg_email,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_msg_forward:6250,vm_fsdb_msg_forward,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_msg_get:6244,vm_fsdb_msg_get,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_msg_list:6243,vm_fsdb_msg_list,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_msg_purge:6248,vm_fsdb_msg_purge,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_msg_save:6249,vm_fsdb_msg_save,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_msg_undelete:6246,vm_fsdb_msg_undelete,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_pref_greeting_get:6254,vm_fsdb_pref_greeting_get,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_pref_greeting_set:6253,vm_fsdb_pref_greeting_set,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_pref_password_set:6256,vm_fsdb_pref_password_set,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_fsdb_pref_recname_set:6255,vm_fsdb_pref_recname_set,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_inject:6231,vm_inject,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_list:6236,vm_list,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_prefs:6233,vm_prefs,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:vm_read:6235,vm_read,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:voicemail:6229,voicemail,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_voicemail:voicemail_inject:6230,voicemail_inject,mod_voicemail,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_xml_curl:xml_curl:591,xml_curl,mod_xml_curl,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_xml_ldap:xml_ldap:161,xml_ldap,mod_xml_ldap,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:api:mod_xml_scgi:xml_scgi:394,xml_scgi,mod_xml_scgi,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:core:msrp_recv_file:1893,msrp_recv_file,core,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:core:msrp_send_file:1894,msrp_send_file,core,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_avmd:avmd:1201,avmd,mod_avmd,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_avmd:avmd_start:1199,avmd_start,mod_avmd,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_avmd:avmd_stop:1200,avmd_stop,mod_avmd,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_basic:basic:379,basic,mod_basic,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_bert:bert_test:400,bert_test,mod_bert,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_callcenter:callcenter:4262,callcenter,mod_callcenter,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_callcenter:callcenter_track:4263,callcenter_track,mod_callcenter,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_cidlookup:cidlookup:836,cidlookup,mod_cidlookup,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_cluechoo:cluechoo:87,cluechoo,mod_cluechoo,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_conference:conference_set_auto_outcall:4039,conference_set_auto_outcall,mod_conference,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_conference:mod_conference_app_name:4038,【名称未解析】mod_conference_app_name,mod_conference,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_curl:curl:1164,curl,mod_curl,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_curl:curl_sendfile:1168,curl_sendfile,mod_curl,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_cv:cv:1399,cv,mod_cv,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_cv:cv_bug:1401,cv_bug,mod_cv,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_db:db:673,db,mod_db,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_db:group:674,group,mod_db,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dialplan_asterisk:AvoidingDeadlock:377,AvoidingDeadlock,mod_dialplan_asterisk,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dialplan_asterisk:Dial:375,Dial,mod_dialplan_asterisk,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dialplan_asterisk:Goto:376,Goto,mod_dialplan_asterisk,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_directory:directory:1092,directory,mod_directory,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_distributor:distributor:511,distributor,mod_distributor,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:acknowledge_call:6712,acknowledge_call,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:answer:6674,answer,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:att_xfer:6796,att_xfer,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:bgsystem:6827,bgsystem,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:bind_digit_action:6630,bind_digit_action,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:bind_meta_app:6765,bind_meta_app,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:blind_transfer_ack:6628,blind_transfer_ack,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:block_dtmf:6769,block_dtmf,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:break:6715,break,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:bridge:6822,bridge,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:bridge_export:6688,bridge_export,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:broadcast:6791,broadcast,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:capture:6633,capture,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:capture_text:6711,capture_text,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:check_acl:6655,check_acl,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:clear_digit_action:6636,clear_digit_action,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:clear_speech_cache:6820,clear_speech_cache,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:cng_plc:6661,cng_plc,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:debug_media:6849,debug_media,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:deduplicate_dtmf:6846,deduplicate_dtmf,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:deflect:6732,deflect,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:delay_echo:6665,delay_echo,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:detect_audio:6832,detect_audio,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:detect_silence:6834,detect_silence,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:detect_speech:6716,detect_speech,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
registration:app:mod_dptools:digit_action_set_realm:6639,digit_action_set_realm,mod_dptools,not_implemented,not_run,False,没有绑定此原始条目的当前本地运行证据,未执行,缺少该原版兼容入口或模块宿主；不存在可直接运行该原接口的本地实现测试。,冻结原版构建、启用模块与客户端；将本条展开正常/异常/并发/超时/副作用用例，双方执行后保留原始报文、事件、文件和断言结果。
