id,kind,source,line,input_or_scenario,assertions,status
API-T06,scenario,05-api-contracts.md,100,originate忙线/拒接/超时/早期媒体/取消及迟到接通,API/事件/原因码/实际媒体与最终资源一致,not_run
API-T07,scenario,05-api-contracts.md,101,顺序与并行originate目标、特殊字符和变量作用域,胜出腿、剩余腿清理及变量传播一致,not_run
API-T08,scenario,05-api-contracts.md,102,两腿和多腿桥接，目标消失、备用目标、重复桥接,返回目标及真实桥接对象一致，无旧腿残留,not_run
API-T09,scenario,05-api-contracts.md,103,A/B/both转接、不同context/dialplan、咨询转接失败,业务执行位置和后续通道关联保持一致,not_run
API-T10,scenario,05-api-contracts.md,104,同一腿执行放音、break、转接、挂机竞争,只接受基线允许结果；无死锁与完成事件伪造,not_run
API-T11,scenario,05-api-contracts.md,105,DTMF生成/注入/清队列/mask与应用收号,数字、时长、终止键、业务分支和媒体匹配,not_run
API-T12,scenario,05-api-contracts.md,106,录音全部动作，路径与磁盘故障、转接跟随,声道、文件、事件、API错误与生命周期匹配,not_run
API-T13,scenario,05-api-contracts.md,107,sched全部时间模式，取消边界、时钟变更,任务ID、执行次数、取消后的事件与业务结果一致,not_run
API-T14,scenario,05-api-contracts.md,108,reloadxml/profile/模块忙碌重载及无效配置,既有/新呼叫可见点一致，不静默丢配置,not_run
API-T15,scenario,05-api-contracts.md,109,受限目录API与eval/expand/json等嵌套包装,与基线同权限；不能通过包装越权,not_run
API-T16,scenario,05-api-contracts.md,110,API返回前/后断连，客户端按旧策略重试,实际执行与重复副作用可对账，无虚假幂等,not_run
API-T17,scenario,05-api-contracts.md,111,conference全部成员与媒体子命令,状态、事件、输出和实际多方音频均匹配,not_run
API-T18,scenario,05-api-contracts.md,112,callcenter/voicemail/FIFO/limit全部启用子命令,原数据库/后端、状态机、结果与故障恢复一致,not_run
API-T19,scenario,05-api-contracts.md,113,API、脚本、JSON/HTTP相同底层操作的入口组合,各入口独立满足参数、权限、等待、格式与完成语义,not_run
API-T20,scenario,05-api-contracts.md,114,万路双腿媒体期间运行现网API与全量/窄事件订阅,控制延迟、拒接、事件缺口、媒体SLO和资源均有证据,not_run
CERT-01,scenario,06-conformance-and-cutover.md,92,比较静态注册、运行发现、配置和实际业务清单,不遗漏子命令、条件模块和第三方入口；未知项阻止认证,not_run
CERT-02,scenario,06-conformance-and-cutover.md,93,丢掉一份基线轨迹或修改候选哈希,报告不通过，不能复用其他构建的结果,not_run
CERT-03,scenario,06-conformance-and-cutover.md,94,归一化故意交换A/B腿或删除错误码,差分器能判失败，证明不会掩盖业务差异,not_run
CERT-04,scenario,06-conformance-and-cutover.md,95,任一强制场景跳过/超时/无分母,不计入通过，不产生100%数字,not_run
CUT-01,scenario,06-conformance-and-cutover.md,96,旧呼叫持续媒体，新呼叫分批导入候选,旧对话路由与媒体连续；新业务只执行一次,not_run
CUT-02,scenario,06-conformance-and-cutover.md,97,注册与订阅刷新跨切换窗口,账户位置、认证、通知、Contact与恢复窗口正确,not_run
CUT-03,scenario,06-conformance-and-cutover.md,98,一个原ESL连接同时控制新旧通话,所声明路由入口完整工作；若需重连明确判到对应切换等级,not_run
CUT-04,scenario,06-conformance-and-cutover.md,99,旧实例存在录音、队列成员、定时任务与后台API,退出条件涵盖全部在途对象，不能仅等active_calls=0,not_run
CUT-05,scenario,06-conformance-and-cutover.md,100,切换中CDR后端超时、已处理但响应丢失,原重试语义和实际业务对账一致，可靠交付结论单列,not_run
CUT-06,scenario,06-conformance-and-cutover.md,101,候选未接业务前失败/部分导流后失败,两阶段回滚分别通过，不中断仍归候选所有的活跃会话,not_run
CUT-07,scenario,06-conformance-and-cutover.md,102,候选写入新数据后回滚,原基线仍可消费数据，或按已验证恢复机制处理,not_run
CUT-08,scenario,06-conformance-and-cutover.md,103,宣称在线接管时源节点断开/恢复/分区,单一所有者、媒体与长连接连续性符合专门合同；不因源恢复发生双主,not_run
