优先级,首期范围,原始ID,名称,分类,模块,实现状态,本地验证状态,完整契约通过,下一步动作,剩余差异,已测范围,接口文档
P2,on_demand,event:RECV_RTCP_MESSAGE,RECV_RTCP_MESSAGE,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:RELOADXML,RELOADXML,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:REQUEST_PARAMS,REQUEST_PARAMS,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:RE_SCHEDULE,RE_SCHEDULE,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:ROSTER,ROSTER,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:SEND_INFO,SEND_INFO,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:SEND_MESSAGE,SEND_MESSAGE,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:SEND_RTCP_MESSAGE,SEND_RTCP_MESSAGE,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:SERVER_DISCONNECTED,SERVER_DISCONNECTED,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:SESSION_CRASH,SESSION_CRASH,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:SESSION_HEARTBEAT,SESSION_HEARTBEAT,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:SHUTDOWN,SHUTDOWN,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:SHUTDOWN_REQUESTED,SHUTDOWN_REQUESTED,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:SOCKET_DATA,SOCKET_DATA,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:STARTUP,STARTUP,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:TALK,TALK,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:TEXT,TEXT,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:TRAP,TRAP,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,event:UNPUBLISH,UNPUBLISH,fs_event,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,94 含 ALL 与 CLONE，不能解释为 94 种已验证可发业务事件。；CUSTOM 子类、事件字段与慢消费者行为不由该列表穷尽。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/02-esl-events.md
P2,on_demand,key-c_abi-codec,自定义编解码 ABI,key_c_abi,cross_interface,partial,not_run,False,补齐当前源码绑定的真实运行测试；失败先修复，过期证据重新执行,示例 G.711 往返已验证，当前通话路径不调用此插件。；不导出 switch_* 宿主符号，不可原样装载 mod_*.so。,没有绑定此原始条目的当前本地运行证据,api/freeswitch-comparison.md#key-c_abi-codec
P2,on_demand,key-c_abi-protocol-provider,C 协议提供器预留边界,key_c_abi,cross_interface,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,不存在已可运行的 C 协议提供器或原版 Sofia 二进制宿主。；C/C++ 库复用必须独立说明 N-LIB/N-SRC/N-BIN/N-HOST 范围。,没有绑定此原始条目的当前本地运行证据,api/freeswitch-comparison.md#key-c_abi-protocol-provider
P2,on_demand,key-cli-callbench,压测生成器与通过条件,key_cli,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,乱序与 late_ticks 当前只报告，不单独判失败；direct-media 仅诊断发生器/网络。；socket-groups、spread、connected 等改变负载形态，报告必须保留这些字段。,发生器共享端点归属与RTP时钟/长度校验单元合同；不表示容量通过,api/freeswitch-comparison.md#key-cli-callbench
P2,on_demand,key-cli-config-check,启动与无监听校验,key_cli,cross_interface,implemented,not_run,False,补齐当前源码绑定的真实运行测试；失败先修复，过期证据重新执行,不会接受全部 freeswitch 原参数、PID/目录/service 约定。；校验通过不证明目标端口当前可绑定或达到容量 SLO。,没有绑定此原始条目的当前本地运行证据,api/freeswitch-comparison.md#key-cli-config-check
P2,on_demand,key-cli-fs-cli,原版 fs_cli 不改动连接,key_cli,cross_interface,partial,not_run,False,补齐当前源码绑定的真实运行测试；失败先修复，过期证据重新执行,仅限定单命令路径；双分号批处理和别名在执行任何API前拒绝。；原客户端成功退出不能代替正文与副作用验证；完整交互、补全、日志和所有API仍待补齐。,没有绑定此原始条目的当前本地运行证据,api/freeswitch-comparison.md#key-cli-fs-cli
P2,on_demand,key-config-dialplan-runtime,XML 本地拨号计划执行,key_config,cross_interface,partial,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,仅单条件且首动作为answer，无预处理、外部include、反向动作、变量/捕获展开、continue或reloadxml。；park不可处理原版私有抢占事件；无bridge/originate/transfer及全部原版应用。,两种UDP模式下XML顺序、404/重传、无ACK回收和ESL关闭仍真实收号挂机；不是完整XML求值认证,api/freeswitch-comparison.md#key-config-dialplan-runtime
P2,on_demand,key-config-directory,用户、网关与拨号计划,key_config,cross_interface,export_only,not_run,False,实现配置在运行时的真实消费与重载，再对照配置生效和错误行为,生成一个用户 XML 不会让 REGISTER 成功。；保存 bridge action 不会改变当前 SIP 上游或创建动态桥接。,没有绑定此原始条目的当前本地运行证据,api/freeswitch-comparison.md#key-config-directory
P2,on_demand,key-config-export,配置 ZIP 导出,key_config,cross_interface,export_only,passed,False,实现配置在运行时的真实消费与重载，再对照配置生效和错误行为,"下载未部署、未 reloadxml，未保存的浏览器草稿不进入 ZIP。；4,304 个管理字段不等于 4,304 个不同功能。",本地XML产物编辑/ZIP导出；不代表XML业务语义兼容,api/freeswitch-comparison.md#key-config-export
P2,on_demand,key-config-parameter-edit,逐字段编辑与原文保留,key_config,cross_interface,export_only,passed,False,实现配置在运行时的真实消费与重载，再对照配置生效和错误行为,ID 是当前文件内字段序号，不能从原版行号或本对照 id 猜测。；结构修改后必须重新取目录及 revision。,XML参数编辑/导出及命名空间元数据保留；不执行原版配置,api/freeswitch-comparison.md#key-config-parameter-edit
P2,on_demand,key-config-persistence,持久化与启动文件优先级,key_config,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,更改 journal.path 会改变状态文件位置，不自动查找迁移旧草稿。；目录 fsync 失败会警告；不承诺任何断电条件下零配置丢失。,启动文件变化时保留并收紧已保存的保护策略,api/freeswitch-comparison.md#key-config-persistence
P2,on_demand,key-config-raw-xml,高级 XML 保存,key_config,cross_interface,export_only,passed,False,实现配置在运行时的真实消费与重载，再对照配置生效和错误行为,未知文件 GET 404，非法 XML/路径 422；高级保存不会写入真实 FreeSWITCH conf 目录。；不会做全模块参数类型、凭证可用性或拨号计划结果验证。,XML草稿保存重载与重复属性拒绝；不执行原版业务,api/freeswitch-comparison.md#key-config-raw-xml
P2,on_demand,key-config-runtime-xml,XML 运行与预处理,key_config,cross_interface,export_only,not_run,False,实现配置在运行时的真实消费与重载，再对照配置生效和错误行为,响应明确 mode=export_only、runtime_supported=false。；表单覆盖不等于 XML 业务执行兼容。,没有绑定此原始条目的当前本地运行证据,api/freeswitch-comparison.md#key-config-runtime-xml
P2,on_demand,key-guard-capacity,总并发硬边界与业务阈值,key_guard,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,max_active_calls 与原版 max_sessions 口径不同。；当前存量大于新阈值时只拒绝新 INVITE，不削减存量。,业务并发边界和关闭软保护时仍保留硬上限,api/freeswitch-comparison.md#key-guard-capacity
P2,on_demand,key-guard-drain-resume,排空与恢复新接入,key_guard,cross_interface,implemented,not_run,False,补齐当前源码绑定的真实运行测试；失败先修复，过期证据重新执行,没有原版全部方向选择、shutdown cancel/restart 模式。；排空完成不等于活动呼叫、ESL TCP 状态在线迁移。,没有绑定此原始条目的当前本地运行证据,api/freeswitch-comparison.md#key-guard-drain-resume
P2,on_demand,key-guard-establishing,建立中保护,key_guard,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,不能解释为每秒产生 200 OK 的最大数。；瞬时原子快照采用饱和减法，统计不是原版通道状态全集。,建立中阈值与在线降限不切断已建立呼叫状态机,api/freeswitch-comparison.md#key-guard-establishing
P2,on_demand,key-guard-rate-burst,CPS 与突发令牌,key_guard,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,CPS 是新准入速率，不是并发数或严格自然秒接通数。；瞬时突发可大于一秒平均量，但不越配置 burst。,令牌平滑补充、策略更新不额外补满及重传不重复扣费,api/freeswitch-comparison.md#key-guard-rate-burst
P2,on_demand,key-guard-retry-after,过载拒绝与重试,key_guard,cross_interface,partial,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,Retry-After 不保证届时一定存在容量。；其他 SIP 错误不能统一变成此过载响应。,过载Retry-After及被拒绝重传处理,api/freeswitch-comparison.md#key-guard-retry-after
P2,on_demand,key-guard-soft-throttle,负载接近阈值时缩速,key_guard,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,默认 0.8 后开始缩速，0.9 时为基准的 55%；到完整阈值仍拒绝。；不调度或延迟已经产生的 200 OK。,业务保护平滑降速与令牌补充的单元合同,api/freeswitch-comparison.md#key-guard-soft-throttle
P2,on_demand,key-http-authentication,管理鉴权与请求来源,key_http,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,CSRF token 不是登录凭据，不支持把远程服务直接暴露到公网。；ESL 客户端认证帧不能发送到 HTTP 管理监听。,自有管理接口Host、CSRF及Content-Type拒绝规则；不包含远程用户认证,api/freeswitch-comparison.md#key-http-authentication
P2,on_demand,key-http-codecs,音频能力目录,key_http,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,HTTP JSON 不兼容 ESL show codecs 的帧与正文。；离线后端可用不表示通话转码已接入，不能原样加载 FreeSWITCH 模块。,音频能力JSON形状、输出边界和缺少原生后端的反馈；不证明转码,api/freeswitch-comparison.md#key-http-codecs
P2,on_demand,key-http-concurrency,并发提交与错误,key_http,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,ESL Job-UUID 是后台关联号，不能映射成配置 revision。；客户端不能拿新 revision 自动重发过期完整表单，否则会覆盖别人的修改。,配置版本冲突和保护策略持久化,api/freeswitch-comparison.md#key-http-concurrency
P2,on_demand,key-http-config-read,读取有效与待重启配置,key_http,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,active/desired 是完整启动 JSON，并非 FreeSWITCH 变量空间。；读取不会触发重载或自动合并旧草稿。,活动/待重启配置分离及配置快照切片所有权,api/freeswitch-comparison.md#key-http-config-read
P2,on_demand,key-http-config-write,保存完整启动草稿,key_http,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,保存成功不等于即时应用，不能用作 reloadxml 的返回替代。；400/409/422/500 是 HTTP 管理错误，不是原版 +OK/-ERR 正文。,保存待重启草稿与持久化失败不应用,api/freeswitch-comparison.md#key-http-config-write
P2,on_demand,key-http-health,进程存活与版本,key_http,cross_interface,implemented,not_run,False,补齐当前源码绑定的真实运行测试；失败先修复，过期证据重新执行,HTTP 状态与 JSON 不是 api/response；不得伪装 FreeSWITCH 版本。；原 fs_cli 无法将此端点当作 ESL 连接。,没有绑定此原始条目的当前本地运行证据,api/freeswitch-comparison.md#key-http-health
P2,on_demand,key-http-metrics,指标采集,key_http,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,既有监控面板需要字段映射，当前未提供原版指标别名。；socket_rx_drops 不支持时零值不等于内核无丢包。,控制进程资源缓存与队列观测字段；不覆盖全部指标或生产监控,api/freeswitch-comparison.md#key-http-metrics
P2,on_demand,key-http-readiness,可准入状态,key_http,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,200 不预留下一通呼叫资源。；按当前保护策略预期拒接也会造成 503，不能只按进程存活判定故障。,自有就绪状态跟随准入条件,api/freeswitch-comparison.md#key-http-readiness
P2,on_demand,key-http-status,运行状态查询,key_http,cross_interface,implemented,passed,False,限定本地断言已通过；继续补全所列差异并进行完整原版契约对照,一条 RustSwitch 桥接通话有 A/B 两腿，不能直接按原版 session/channel 数字比较。；轮询采样不能替代 CHANNEL_CREATE/ANSWER/HANGUP 事件。,隔离HTTP测试中慢XML响应不阻塞状态/排空；不是高压时延SLA,api/freeswitch-comparison.md#key-http-status
P2,on_demand,registration:api:core:msrp:1890,msrp,fs_api,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:core:vpx:2026,vpx,fs_api,core,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_alsa:alsa:817,alsa,fs_api,mod_alsa,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_amqp:amqp:76,amqp,fs_api,mod_amqp,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_amr:amr_debug:679,amr_debug,fs_api,mod_amr,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_amrwb:amrwb_debug:609,amrwb_debug,fs_api,mod_amrwb,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_av:av:237,av,fs_api,mod_av,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_avmd:avmd:1203,avmd,fs_api,mod_avmd,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_basic:basic:378,basic,fs_api,mod_basic,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_blacklist:blacklist:328,blacklist,fs_api,mod_blacklist,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_callcenter:callcenter_break:4265,callcenter_break,fs_api,mod_callcenter,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_callcenter:callcenter_config:4264,callcenter_config,fs_api,mod_callcenter,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_cdr_csv:cdr_csv:457,cdr_csv,fs_api,mod_cdr_csv,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_cidlookup:cidlookup:835,cidlookup,fs_api,mod_cidlookup,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_cluechoo:cluechoo:85,cluechoo,fs_api,mod_cluechoo,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:...:7664,...,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:acl:7644,acl,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:alias:7645,alias,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:banner:7646,banner,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:bg_spawn:7634,bg_spawn,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:bg_system:7632,bg_system,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:bgapi:7647,bgapi,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:break:7648,break,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:coalesce:7645,coalesce,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:complete:7649,complete,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:cond:7650,cond,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
P2,on_demand,registration:api:mod_commands:console_complete:7651,console_complete,fs_api,mod_commands,not_implemented,not_run,False,实现原版调用入口及业务副作用，再执行正向、错误、事件与回收对照,注册描述和帮助字符串不包含完整错误、权限、事件与竞态合同。；实际模块构建/加载、动态注册和每个子命令仍须原版运行发现。,没有绑定此原始条目的当前本地运行证据,freeswitch-compatibility/05-api-contracts.md
